new_id,player_name,season_start,age,team,g,mp,per,fg%,ft%,ts%,ppg,orb/g,drb/g,spg,bpg,tov/g,g_zscore,mp_zscore,per_zscore,fg%_zscore,ft%_zscore,ts%_zscore,ppg_zscore,orb/g_zscore,drb/g_zscore,spg_zscore,bpg_zscore,tov/g_zscore,zscore_avg
1020,Al Harrington,2002.0,21.0,IND,44.0,1313.0,14.3,0.475,0.799,0.526,13.09,2.18,4.09,0.93,0.48,1.77,-0.7042616893107011,-0.5485582530127935,-0.41496407534211743,0.4477913370660137,0.35059265717064403,-0.059931566402177325,-0.08162277486566735,0.9454038169289488,0.1496438388991671,-0.06407422867279781,-0.11738478450756107,-0.13866160400264094,0.10167926162718117
1021,Al Harrington,2003.0,22.0,IND,82.0,2467.0,12.4,0.434,0.77,0.493,12.22,1.94,4.29,0.87,0.4,1.99,1.009700336260464,0.7236889259586428,-0.7982663762113494,-0.2402869506028372,0.08693507719414563,-0.6505467085328409,-0.21968669381358472,0.6929410374872984,0.2484396011078816,-0.1924037331582344,-0.255431415699937,0.11636905714194813,-0.12119371050875101
1022,Al Harrington,2004.0,23.0,IND,79.0,2441.0,14.9,0.46299999999999997,0.7340000000000001,0.514,13.27,2.06,4.37,1.01,0.28,2.06,0.8743875447680035,0.6950247780788704,-0.2939212434886759,0.2464025699434238,-0.24036398760426614,-0.2747007089951459,-0.053057826117822414,0.8191724272081236,0.2879579059913673,0.10703177730778404,-0.46250136248850104,0.1975151765970447,0.03335347283533318
1023,Al Harrington,2005.0,24.0,ATL,66.0,2550.0,14.4,0.45899999999999996,0.672,0.508,17.55,2.2,4.79,1.29,0.24,3.09,0.28803211496734177,0.8151937057286854,-0.3947902700332106,0.17927298090256022,-0.8040457103126409,-0.3820852802916302,0.6261531774420477,0.9664423818824196,0.4954290066296675,0.7059027982398209,-0.5315246780846891,1.3915223628648934,0.22522767692392387
1024,Al Harrington,2006.0,25.0,ATL,76.0,2782.0,16.0,0.452,0.6940000000000001,0.513,18.57,1.74,5.14,1.12,0.18,2.57,0.7390747532755431,1.0709661021943468,-0.07200938509069961,0.06179620008104895,-0.6040296151580571,-0.29259813754456,0.7880212203465027,0.4825553879525898,0.6683215904949175,0.3423025355310844,-0.6350596514789711,0.7887226183413192,0.15280227634751747
1025,Al Harrington,2007.0,26.0,TOT,78.0,2563.0,14.8,0.457,0.6940000000000001,0.54,16.47,1.94,4.42,0.83,0.31,2.17,0.8292832809371833,0.8295257796685717,-0.3140950487975828,0.14570818638212846,-0.6040296151580571,0.19063243328961935,0.4547634849549774,0.6929410374872984,0.31265684654354586,-0.27795673614852545,-0.4107338757913601,0.3250305071693391,0.0514917219931383
1026,Al Harrington,2007.0,26.0,IND,36.0,1208.0,13.4,0.45799999999999996,0.713,0.5379999999999999,15.89,1.97,4.31,0.69,0.28,2.53,-1.065095799957262,-0.6643173117580282,-0.59652832312228,0.16249058364234434,-0.4312884420700064,0.15483757619079128,0.3627208723230328,0.7244988849175047,0.2583191773287528,-0.5773922466145439,-0.46250136248850104,0.7423534072241211,0.03375101273312159
1027,Al Harrington,2007.0,26.0,GSW,42.0,1355.0,16.1,0.456,0.6809999999999999,0.542,16.98,1.9,4.52,0.95,0.33,1.86,-0.7944702169723413,-0.5022546295146997,-0.05183557978179237,0.12892578912191252,-0.722220944113038,0.2264272903884475,0.5356975064072051,0.6508639075803566,0.3620547276479029,-0.02129772717765253,-0.3762222179932661,-0.03433087898894532,0.06980618730911305
1028,Al Harrington,2008.0,27.0,GSW,81.0,2190.0,15.6,0.434,0.774,0.547,13.6,1.32,4.1,0.91,0.2,1.11,0.9645960724296436,0.4183055043164523,-0.15270460632632746,-0.2402869506028372,0.12330163994952473,0.3159144331355177,-0.0006887534134398976,0.04074552392970195,0.15458362700960274,-0.10685073016794333,-0.6005479936808771,-0.903753587436408,-0.1370287397603486
1029,Al Harrington,2009.0,28.0,TOT,73.0,2546.0,15.9,0.439,0.7929999999999999,0.547,20.12,1.36,4.88,1.21,0.3,2.21,0.6037619617830827,0.8107838368241049,-0.09218319039960647,-0.1563749643017577,0.2960428130375754,0.3159144331355177,1.0339971678973905,0.08282265383664371,0.5398870996235888,0.5347967922592388,-0.4279897046904071,0.3713997182865372,0.2498312818684721
1030,Al Harrington,2009.0,28.0,GSW,5.0,166.0,8.8,0.32899999999999996,0.5,0.41700000000000004,12.4,2.0,3.6,1.4,0.0,1.4,-2.463327978712686,-1.8130881614012144,-1.5245233673319991,-2.0024386629255044,-2.367807908793941,-2.010751278288308,-0.19112174506573976,0.7560567323477109,-0.09240577851218296,0.9411735564631208,-0.9456645716618169,-0.5675768068367227,-0.8005059830605384
1031,Al Harrington,2009.0,28.0,NYK,68.0,2380.0,16.4,0.446,0.804,0.555,20.69,1.31,4.97,1.19,0.32,2.26,0.3782406426289821,0.6277742772840198,0.008685836144927874,-0.03889818348024643,0.3960508606148679,0.4590938615308301,1.1244528389322328,0.03022624145296652,0.5843451926175103,0.4920202907640933,-0.39347804689231297,0.4293612321830345,0.3091860123867904
1032,Al Harrington,2010.0,29.0,NYK,72.0,2195.0,16.8,0.435,0.757,0.546,17.72,1.22,4.4,0.86,0.36,1.83,0.5586576979522626,0.42381784044717774,0.08938105738055607,-0.2235045533426213,-0.031256251760836413,0.29801700458610364,0.65313118459279,-0.06444730083765242,0.30277727032267465,-0.2137919839058072,-0.3244547312961251,-0.06910778732684386,0.041674390841223805
1033,Al Harrington,2011.0,30.0,DEN,73.0,1665.0,12.3,0.41600000000000004,0.735,0.527,10.48,1.04,3.51,0.53,0.14,1.45,0.6037619617830827,-0.16048978940972108,-0.8184401815202563,-0.5423701012867234,-0.2312723469154214,-0.04203413785276328,-0.4958145317094198,-0.25379438541889004,-0.13686387150610455,-0.9196042585757076,-0.704082967075159,-0.5096152929402251,-0.46538920748006707
1034,Al Harrington,2012.0,31.0,DEN,64.0,1761.0,15.3,0.446,0.6759999999999999,0.535,14.22,1.12,4.97,0.91,0.19,1.75,0.19782358730570151,-0.05465293569979223,-0.21322602225304804,-0.03889818348024643,-0.7676791475572621,0.10114529054254913,0.09770162560691524,-0.16964012560500655,0.5843451926175103,-0.10685073016794333,-0.6178038225799241,-0.16184620956124,-0.12927521324376962
1035,Al Harrington,2013.0,32.0,ORL,10.0,119.0,10.3,0.35100000000000003,0.75,0.434,5.1,0.6,2.1,0.4,0.1,0.7,-2.237806659558585,-1.8649041210300332,-1.2219162876983949,-1.6332259232007555,-0.09489773658274983,-1.706494992948269,-1.3495891109505649,-0.7166428143952489,-0.8333739950775407,-1.1976515182941534,-0.7731062826713471,-1.379038001387688,-1.090593666320671
1036,Al Harrington,2014.0,33.0,WAS,34.0,511.0,9.7,0.396,0.7709999999999999,0.506,6.62,0.44,1.91,0.41,0.0,1.0,-1.1553043276189023,-1.4327369683811573,-1.3429591195518369,-0.8780180464910403,0.0960267178829904,-0.4178801373904583,-1.1083739881909846,-0.8849513340230158,-0.9272299691758196,-1.1762632675465807,-0.9456645716618169,-1.031268918008703,-0.8616582634157265
1037,Al Horford,2008.0,21.0,ATL,81.0,2540.0,14.7,0.499,0.731,0.539,10.14,3.06,6.63,0.74,0.94,1.69,0.9645960724296436,0.8041690334672346,-0.33426885410649,0.8505688713111952,-0.2676389096708005,0.1727350047402053,-0.5497705460109047,1.8711006748816663,1.4043500189498397,-0.4704509928766801,0.6763833448486009,-0.2314000262370371,0.3121608585829595
1038,Al Horford,2009.0,22.0,ATL,67.0,2242.0,17.0,0.525,0.727,0.565,11.54,2.16,7.15,0.79,1.42,1.54,0.33313637879816194,0.4756338000759971,0.1297286679983698,1.2869112000768084,-0.3040054724261796,0.6380681470249686,-0.32759872241655497,0.924365251975478,1.6612190006924972,-0.3635097391388163,1.5046631320028567,-0.4052845679265295,0.4744556897862898
1039,Al Horford,2010.0,23.0,ATL,81.0,2845.0,19.4,0.551,0.789,0.594,14.17,2.91,6.95,0.73,1.12,1.51,0.9645960724296436,1.1404215374414877,0.6138999954121361,1.7232535288424218,0.25967625028219626,1.1570935749579758,0.08976691762140264,1.713311437730635,1.5624232384837826,-0.4918392436242529,0.9869882650314472,-0.4400614762644281,0.7174512488473318
1040,Al Horford,2011.0,24.0,ATL,77.0,2704.0,20.7,0.557,0.7979999999999999,0.5870000000000001,15.3,2.36,6.96,0.77,1.04,1.55,0.7841790171063632,0.9849736585550296,0.8761594644279265,1.8239479124037168,0.3415010164817993,1.0318115751120778,0.26909131809398523,1.1347509015101862,1.5673630265942182,-0.4062862406339618,0.848941633839071,-0.39369226514722994,0.7093588342681789
1041,Al Horford,2012.0,25.0,ATL,11.0,348.0,19.0,0.5529999999999999,0.733,0.585,12.36,2.36,4.64,0.91,1.27,1.45,-2.1927023957277654,-1.6124391262428073,0.5332047741765086,1.7568183233628536,-0.2494556282931109,0.9960167180132496,-0.19746951145414995,1.1347509015101862,0.4213321849731315,-0.10685073016794333,1.245825698517152,-0.5096152929402251,0.5024557437697652
1042,Al Horford,2013.0,26.0,ATL,74.0,2756.0,19.8,0.5429999999999999,0.644,0.56,17.42,2.64,7.59,1.05,1.05,1.99,0.6488662256139028,1.0423019543145744,0.6945952166477642,1.5889943507606945,-1.0586116496002946,0.5485810042779004,0.6055229366797154,1.4292908108587783,1.8785696775516685,0.1925847802980751,0.8661974627381178,0.11636905714194813,0.6862093647354367
1043,Al Horford,2014.0,27.0,ATL,29.0,958.0,22.0,0.5670000000000001,0.682,0.588,18.55,2.28,6.14,0.93,1.52,2.21,-1.3808256467730031,-0.9399341182943012,1.1384189334437171,1.991771885005874,-0.7131293034241933,1.0497090036614918,0.7848473371522977,1.0505966416963028,1.1623004015384892,-0.06407422867279781,1.677221420993327,0.3713997182865372,0.8449061809681044
1044,Al Horford,2015.0,28.0,ATL,76.0,2318.0,21.4,0.5379999999999999,0.759,0.563,15.21,1.72,5.43,0.89,1.29,1.32,0.7390747532755431,0.5594213092630239,1.017376101590275,1.5050823644596152,-0.01307297038314687,0.6022732899261405,0.2548088437200628,0.461516822999119,0.8115754456975534,-0.14962723166308886,1.2803373563152458,-0.6603152290711186,0.5109954793590658
1045,Al Horford,2016.0,29.0,ATL,82.0,2631.0,19.4,0.505,0.7979999999999999,0.565,15.23,1.8,5.46,0.83,1.48,1.3,1.009700336260464,0.904493551046438,0.6138999954121361,0.9512632548724904,0.3415010164817993,0.6380681470249686,0.2579827269142677,0.5456710828130025,0.8263948100288606,-0.27795673614852545,1.6081981053971388,-0.6834998346297176,0.48215225681664203
1046,Al Horford,2017.0,30.0,BOS,68.0,2193.0,17.7,0.473,0.8,0.5529999999999999,14.0,1.4,5.43,0.76,1.28,1.71,0.3782406426289821,0.4216129059948875,0.27094530516071824,0.4142265425455818,0.3596842978594888,0.423299004432002,0.06278891047066015,0.12489978374358522,0.8115754456975534,-0.42767449138153457,1.263081527416199,-0.20821542067843804,0.30946109052658166
1047,Al Jefferson,2005.0,20.0,BOS,71.0,1051.0,16.6,0.528,0.63,0.5539999999999999,6.69,1.68,2.72,0.31,0.77,0.93,0.5135534341214424,-0.8374046662628076,0.04903344676274233,1.337258391857456,-1.1858946192441215,0.441196432981416,-1.0972653970112671,0.4194396930921772,-0.5271071322305261,-1.390145775022308,0.38303425356480203,-1.112415037463799,-0.26828657427134284
1048,Al Jefferson,2006.0,21.0,BOS,59.0,1062.0,16.2,0.499,0.642,0.53,7.86,1.64,3.42,0.51,0.78,1.05,-0.027697731848399125,-0.8252775267752116,-0.03166177447288586,0.8505688713111952,-1.0767949309779845,0.011658147795478873,-0.9115932301502748,0.3773625631852355,-0.181321964500026,-0.9623807600708532,0.40029008246384895,-0.9733074041122052,-0.24971803995284708
1049,Al Jefferson,2007.0,22.0,BOS,69.0,2319.0,19.8,0.514,0.6809999999999999,0.547,16.04,3.43,7.52,0.7,1.54,1.97,0.42334490645980216,0.5605237764891692,0.6945952166477642,1.1023048302144336,-0.722220944113038,0.3159144331355177,0.38652499627957,2.260314126520877,1.8439911607786184,-0.5560039958669711,1.7117330787914207,0.09318445158334908,0.7130337353971541
1050,Al Jefferson,2008.0,23.0,MIN,82.0,2919.0,22.7,0.5,0.721,0.535,21.05,3.76,7.35,0.9,1.45,2.04,1.009700336260464,1.2220041121762244,1.2796355706060654,0.8673512685714109,-0.3585553165592482,0.10114529054254913,1.1815827364279228,2.607450448253146,1.7600147629012113,-0.1282389809155161,1.556430618699998,0.17433057103844568,0.9041146969565984
1051,Al Jefferson,2009.0,24.0,MIN,50.0,1836.0,23.1,0.49700000000000005,0.738,0.532,23.12,3.44,7.52,0.78,1.66,1.84,-0.4336361063257803,0.028032106261089675,1.3603307918416936,0.8170040767907634,-0.20399742484888708,0.04745300489430697,1.51007964702814,2.2708334089976123,1.8439911607786184,-0.384897989886389,1.9188030255799848,-0.05751548454754435,0.9122084216628299
1052,Al Jefferson,2010.0,25.0,MIN,76.0,2463.0,19.0,0.498,0.68,0.524,17.12,2.37,6.88,0.83,1.29,1.79,0.7390747532755431,0.7192790570540625,0.5332047741765086,0.8337864740509793,-0.7313125848018829,-0.09572642350100542,0.5579146887666403,1.1452701839869222,1.5278447217107325,-0.27795673614852545,1.2803373563152458,-0.11547699844404193,0.4657885456111573
1053,Al Jefferson,2011.0,26.0,UTA,82.0,2940.0,20.1,0.496,0.7609999999999999,0.528,18.63,2.87,6.82,0.56,1.87,1.28,1.009700336260464,1.2451559239252714,0.7551166325744852,0.8002216795305475,0.005110310994542675,-0.024136709303349227,0.7975428699291174,1.6712343078236933,1.4982059930481184,-0.8554395063329894,2.2811754324599716,-0.7066844401883167,0.6222346570535822
1054,Al Jefferson,2012.0,27.0,UTA,61.0,2075.0,22.8,0.49200000000000005,0.774,0.52,19.18,2.18,7.41,0.77,1.66,1.02,0.06251079581324114,0.2915217733097667,1.2998093759149725,0.7330920904896838,0.12330163994952473,-0.16731613769866166,0.8848246577697549,0.9454038169289488,1.7896534915638258,-0.4062862406339618,1.9188030255799848,-1.0080843124501038,0.6113201407413967
1055,Al Jefferson,2013.0,28.0,UTA,78.0,2578.0,20.9,0.494,0.77,0.522,17.83,2.0,7.23,1.03,1.14,1.35,0.8292832809371833,0.846062788060748,0.9165070750457402,0.7666568850101156,0.08693507719414563,-0.13152128059983353,0.6705875421609173,0.7560567323477109,1.7007373055759831,0.14980827880292955,1.0214999228295407,-0.62553832073322,0.5311729217634029
1056,Al Jefferson,2014.0,29.0,CHA,73.0,2553.0,22.7,0.509,0.69,0.532,21.84,2.14,8.71,0.92,1.08,1.7,0.6037619617830827,0.8185011074071207,1.2796355706060654,1.018392843913354,-0.6403961779134362,0.04745300489430697,1.30695112259902,0.9033266870220072,2.4318259459204694,-0.08546247942037058,0.9179649494352592,-0.21980772345773755,0.6959883743598937
1057,Al Jefferson,2015.0,30.0,CHO,65.0,1992.0,19.7,0.48100000000000004,0.655,0.5,16.65,1.52,6.91,0.72,1.29,1.05,0.2429278511365217,0.20001699353972405,0.6744214113388571,0.5484857206273089,-0.958603602023002,-0.5252647086869426,0.4833284337028224,0.25113117346441044,1.5426640860420398,-0.5132274943718256,1.2803373563152458,-0.9733074041122052,0.18099649722967093
1058,Al Jefferson,2016.0,31.0,CHO,47.0,1096.0,18.2,0.485,0.649,0.507,11.96,1.21,5.19,0.64,0.87,0.72,-0.5689488978182407,-0.7877936410862785,0.37181433170525297,0.6156153096681726,-1.0131534461560707,-0.39998270884104425,-0.2609471753382497,-0.07496658331438785,0.6930205310470964,-0.6843335003524075,0.5555925425552719,-1.355853395829089,-0.1553194094855455
1059,Al Jefferson,2017.0,32.0,IND,66.0,931.0,18.9,0.499,0.765,0.526,8.11,1.14,3.08,0.29,0.24,0.5,0.28803211496734177,-0.9697007334002188,0.5130309688676014,0.8505688713111952,0.04147687374992176,-0.059931566402177325,-0.8719196902227123,-0.1486015606515359,-0.34927476025484033,-1.4329222765174534,-0.5315246780846891,-1.6108840569736782,-0.3599981875178368
1060,Allan Houston,1995.0,23.0,DET,76.0,1996.0,16.4,0.46299999999999997,0.86,0.589,14.49,0.38,1.82,0.8,0.18,1.49,0.7390747532755431,0.2044268624443044,0.008685836144927874,0.2464025699434238,0.905182739190174,1.0676064322109058,0.14054904872868268,-0.9480670288834284,-0.9716880621697408,-0.3421214883912435,-0.6350596514789711,-0.4632460818230271,-0.0991755686528297
1061,Allan Houston,1996.0,24.0,DET,82.0,3072.0,15.7,0.45299999999999996,0.823,0.5760000000000001,19.72,0.66,3.0,0.74,0.2,2.84,1.009700336260464,1.3906815977764235,-0.13253080101742054,0.07857859734126485,0.5687920337029175,0.8349398610685231,0.97051950401329,-0.6535271195348363,-0.3887930651383261,-0.4704509928766801,-0.6005479936808771,1.101714793382406,0.13086948172602614
1062,Allan Houston,1997.0,25.0,NYK,81.0,2681.0,11.3,0.423,0.8029999999999999,0.531,14.78,0.53,2.43,0.51,0.22,2.06,0.9645960724296436,0.9596169123536924,-1.0201782346093258,-0.4248933204652121,0.3869592199260231,0.02955557634489292,0.18657035504465505,-0.7902777917323969,-0.670360987433162,-0.9623807600708532,-0.5660363358827831,0.1975151765970447,-0.36335271022811166
1063,Allan Houston,1998.0,26.0,NYK,82.0,2848.0,15.1,0.447,0.851,0.53,18.4,0.52,2.82,0.77,0.29,2.44,1.009700336260464,1.1437289391199228,-0.2535736328708621,-0.02211578622003053,0.8233579729905711,0.011658147795478873,0.7610432131957598,-0.8007970742091323,-0.4777092511261691,-0.4062862406339618,-0.4452455335894541,0.6380226822104258,-0.01716455024573742
1064,Allan Houston,1999.0,27.0,NYK,50.0,1815.0,13.1,0.418,0.862,0.515,16.26,0.4,2.64,0.7,0.18,2.6,-0.4336361063257803,0.00488029451204274,-0.657049739049001,-0.5088053067662915,0.9233660205678637,-0.25680328044573186,0.42143771141582537,-0.9270284639299574,-0.5666254371140119,-0.5560039958669711,-0.6350596514789711,0.823499526679218,-0.1939072615988029
1065,Allan Houston,2000.0,28.0,NYK,82.0,3169.0,16.5,0.483,0.838,0.569,19.68,0.46,2.84,0.79,0.17,2.27,1.009700336260464,1.4976209187124974,0.028859641453835107,0.5820505151477408,0.7051666440355892,0.7096578612226249,0.96417173762488,-0.863912769069545,-0.4678296749052977,-0.3635097391388163,-0.6523154803780179,0.4409535349623343,0.10832922709553275
1066,Allan Houston,2001.0,29.0,NYK,78.0,2858.0,16.1,0.449,0.909,0.5429999999999999,18.71,0.26,3.37,0.67,0.13,2.06,0.8292832809371833,1.1547536113813741,-0.05183557978179237,0.01144900830040126,1.350673132943568,0.2443247189378615,0.8102384027059377,-1.0742984186042537,-0.2060209050522045,-0.6201687481096891,-0.7213387959742059,0.1975151765970447,-0.005946200803733243
1067,Allan Houston,2002.0,30.0,NYK,77.0,2914.0,15.2,0.43700000000000006,0.87,0.54,20.35,0.48,2.79,0.7,0.13,2.21,0.7841790171063632,1.216491776045499,-0.2333998275619553,-0.1899397588221895,0.9960991460786218,0.19063243328961935,1.0704968246307478,-0.8428742041160742,-0.4925286154574762,-0.5560039958669711,-0.7213387959742059,0.3713997182865372,-0.04074570755133461
